  500.00 1 1      0.000          0.000         0.6873-309     0.6873-309
  500.00 1 1      0.000          0.000         0.6873-309     0.6873-309
  500.00 1 1      0.000          0.000         0.6873-309     0.6873-309
  500.00 1 1      0.000          0.000         0.6873-309     0.6873-309
