    100      0.187855494377735E+01      0.392688340597418E+00
    200      0.191368150495790E+00      0.519146986679460E-01
    300      0.475830070300107E-01      0.750275251076891E-02
    400      0.162105060829673E-01      0.326200711426997E-02
    500      0.249302757443297E-02      0.100754851961051E-02
 This data is combined from 
 PK_Delta.dat + PK_Plus.dat + PK_Regular.dat = PK.dat
