  600.00 1 1       0.10E-02       0.10E-05     0.6449-309    -0.2174E-02     0.2290E-02     0.1166E-03
  600.00 1 1       0.10E-02       0.10E-04     0.6449-309    -0.1631E-02     0.1746E-02     0.1153E-03
  600.00 1 1       0.10E-02       0.10E-03     0.6449-309    -0.1089E-02     0.1201E-02     0.1118E-03
  600.00 1 1       0.10E-02       0.10E-02     0.6449-309    -0.5461E-03     0.6309E-03     0.8488E-04
