  600.00 1 1      0.000          0.000         0.6449-309     0.6449-309
  600.00 1 1      0.000          0.000         0.6449-309     0.6449-309
  600.00 1 1      0.000          0.000         0.6449-309     0.6449-309
  600.00 1 1      0.000          0.000         0.6449-309     0.6449-309
