 1505.0000   1505.0000   1505.0000      1.2137      0.0000      0.0000
 2505.0000   2505.0000   2505.0000      1.2604      0.0000      0.0000
 3505.0000   3505.0000   3505.0000      1.1603      0.0000      0.0000
 4505.0000   4505.0000   4505.0000      1.4687      0.0000      0.0000
 5505.0000   5505.0000   5505.0000      1.3847      0.0000      0.0000
 6505.0000   6505.0000   6505.0000      1.3736      0.0000      0.0000
 7505.0000   7505.0000   7505.0000      1.5267      0.0000      0.0000
 8505.0000   8505.0000   8505.0000      1.3663      0.0000      0.0000
 9505.0000   9505.0000   9505.0000      0.8552      0.0000      0.0000
10505.0000  10505.0000  10505.0000      2.0802      0.0000      0.0000
