  600.00 1 1       0.10E-04       0.10E-04     0.6105-309    -0.2075E-02     0.2157E-02     0.8218E-04
  600.00 1 1       0.10E-03       0.10E-04     0.6105-309    -0.1963E-02     0.2076E-02     0.1129E-03
  600.00 1 1       0.10E-02       0.10E-04     0.6105-309    -0.1631E-02     0.1746E-02     0.1153E-03
  600.00 1 1       0.10E-01       0.10E-04     0.6105-309    -0.1089E-02     0.1199E-02     0.1101E-03
