    100      0.658676291094368E-01      0.704388738220441E-03
    400      0.211685797036420E-03      0.375311433723982E-05
    700      0.166676148783840E-04      0.345324724154616E-06
   1000      0.305645229557191E-05      0.657715020904857E-07
   1300      0.827802016224761E-06      0.176240922386930E-07
   1600      0.271427326757181E-06      0.572160579238757E-08
   1900      0.989405901922454E-07      0.208203044195873E-08
   2200      0.412151009208737E-07      0.825190210512941E-09
   2500      0.181163679380014E-07      0.348279815182916E-09
   2800      0.839597353802862E-08      0.152006057743180E-09
   3100      0.395609507146006E-08      0.688850918696093E-10
   3400      0.194926233192512E-08      0.318424291910327E-10
   3700      0.950008544397717E-09      0.148160107453767E-10
   4000      0.461679604525379E-09      0.703190931418331E-11
   4300      0.229967796800823E-09      0.328809490626028E-11
   4600      0.113121116898879E-09      0.154848953702497E-11
   4900      0.547260689019523E-10      0.723500122436461E-12
 This data is combined from 
 PK_Plus.dat + PK_Regular.dat + PK_Delta.dat = PK5.dat
