  500.00 0 1       0.10E-02       0.10E-04    -0.1514E-02    -0.2283E-03      0.000        -0.1742E-02
  600.00 0 1       0.10E-02       0.10E-04    -0.6341E-03    -0.8648E-04      0.000        -0.7206E-03
  700.00 0 1       0.10E-02       0.10E-04    -0.3318E-03    -0.3949E-04      0.000        -0.3712E-03
  800.00 0 1       0.10E-02       0.10E-04    -0.1851E-03    -0.2074E-04      0.000        -0.2059E-03
  900.00 0 1       0.10E-02       0.10E-04    -0.9478E-04    -0.9889E-05      0.000        -0.1047E-03
 1000.00 0 1       0.10E-02       0.10E-04    -0.6037E-04    -0.6579E-05      0.000        -0.6695E-04
 1100.00 0 1       0.10E-02       0.10E-04    -0.3433E-04    -0.3469E-05      0.000        -0.3780E-04
 1200.00 0 1       0.10E-02       0.10E-04    -0.2116E-04    -0.2127E-05      0.000        -0.2329E-04
 1300.00 0 1       0.10E-02       0.10E-04    -0.1636E-04    -0.1363E-05      0.000        -0.1773E-04
 1400.00 0 1       0.10E-02       0.10E-04    -0.1032E-04    -0.9047E-06      0.000        -0.1122E-04
 1500.00 0 1       0.10E-02       0.10E-04    -0.6439E-05    -0.5679E-06      0.000        -0.7007E-05
 1600.00 0 1       0.10E-02       0.10E-04    -0.5242E-05    -0.4584E-06      0.000        -0.5700E-05
