 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
 1500.00 1 1      0.000          0.000          0.000          0.000    
