  100         0.1091E-05
  200         0.1827E-04
  300         0.5577E-04
  400         0.1093E-03
  500         0.1713E-03
  600         0.2389E-03
  700         0.3061E-03
  800         0.3714E-03
  900         0.4317E-03
 1000         0.4868E-03
 1100         0.5353E-03
 1200         0.5766E-03
 1300         0.6111E-03
 1400         0.6446E-03
 1500         0.6695E-03
 1600         0.6917E-03
 1700         0.7127E-03
 1800         0.7269E-03
 1900         0.7536E-03
 2000         0.7794E-03
 2100         0.8089E-03
 2200         0.8652E-03
 2300         0.9581E-03
 2400         0.1177E-02
 2500         0.2730E-02
