   50.000000000000000        1.3832132466269444     
   100.00000000000000        8.8526623635296328E-002
   150.00000000000000        1.6683985948266093E-002
   200.00000000000000        4.9857962684310324E-003
   250.00000000000000        1.9089381525433176E-003
   300.00000000000000        8.6750210822538344E-004
   350.00000000000000        4.4108131302177643E-004
   400.00000000000000        2.4318467501222040E-004
   450.00000000000000        1.4250129007860253E-004
   500.00000000000000        8.8540810041316687E-005
