 1005.0000   1005.0000   1005.0000      1.1533      0.0000      0.0000
 1505.0000   1505.0000   1505.0000      1.1738      0.0000      0.0000
 2005.0000   2005.0000   2005.0000      1.1968      0.0000      0.0000
 2505.0000   2505.0000   2505.0000      1.2195      0.0000      0.0000
 3005.0000   3005.0000   3005.0000      1.2457      0.0000      0.0000
 3505.0000   3505.0000   3505.0000      1.2596      0.0000      0.0000
 4005.0000   4005.0000   4005.0000      1.2941      0.0000      0.0000
 4505.0000   4505.0000   4505.0000      1.3072      0.0000      0.0000
 5005.0000   5005.0000   5005.0000      1.3262      0.0000      0.0000
 5505.0000   5505.0000   5505.0000      1.3471      0.0000      0.0000
 6005.0000   6005.0000   6005.0000      1.3790      0.0000      0.0000
 6505.0000   6505.0000   6505.0000      1.3734      0.0000      0.0000
 7005.0000   7005.0000   7005.0000      1.3727      0.0000      0.0000
 7505.0000   7505.0000   7505.0000      1.2456      0.0000      0.0000
 8005.0000   8005.0000   8005.0000      1.3691      0.0000      0.0000
 8505.0000   8505.0000   8505.0000      1.4297      0.0000      0.0000
 9005.0000   9005.0000   9005.0000      1.4737      0.0000      0.0000
 9505.0000   9505.0000   9505.0000      1.4319      0.0000      0.0000
10005.0000  10005.0000  10005.0000      1.3939      0.0000      0.0000
10505.0000  10505.0000  10505.0000      1.3020      0.0000      0.0000
