   50.000000000000000        1.8784311924171142     
   100.00000000000000       0.13526625090765484     
   150.00000000000000        2.7239254091421285E-002
   200.00000000000000        8.4735052126980702E-003
   250.00000000000000        3.3604957015034567E-003
   300.00000000000000        1.5644444071995294E-003
   350.00000000000000        8.1000264098597826E-004
   400.00000000000000        4.5585607715563169E-004
   450.00000000000000        2.7088476175399489E-004
   500.00000000000000        1.7009407426465481E-004
