   1000.0000000000000        1000.0000000000000        1000.0000000000000        1.7870847638213574E-002   1.5292541628755679E-005
   1500.0000000000000        1500.0000000000000        1500.0000000000000        2.0839774411977770E-003   1.9624417082201656E-006
   2000.0000000000000        2000.0000000000000        2000.0000000000000        3.8154237985867318E-004   3.9695255477849593E-007
   2500.0000000000000        2500.0000000000000        2500.0000000000000        8.8512518836891333E-005   9.3586602354619901E-008
   3000.0000000000000        3000.0000000000000        3000.0000000000000        2.3717606409371807E-005   2.9178209408083221E-008
   3500.0000000000000        3500.0000000000000        3500.0000000000000        6.9807780800327991E-006   1.0927580759822391E-008
   4000.0000000000000        4000.0000000000000        4000.0000000000000        2.1929177481303857E-006   4.2376024163487859E-009
   4500.0000000000000        4500.0000000000000        4500.0000000000000        7.1815559757797773E-007   1.6695149520627850E-009
   5000.0000000000000        5000.0000000000000        5000.0000000000000        2.4262868363228610E-007   6.5873616202013015E-010
   5500.0000000000000        5500.0000000000000        5500.0000000000000        8.4514565217123988E-008   2.6551689481024875E-010
