   1505.0000000000000        1505.0000000000000        1505.0000000000000        3.7453954468492479E-002   8.9315914316849012E-004
   2505.0000000000000        2505.0000000000000        2505.0000000000000        2.1213244193912812E-003   5.1796101703667505E-005
   3505.0000000000000        3505.0000000000000        3505.0000000000000        1.5837462094238453E-004   5.8949864863340586E-006
   4505.0000000000000        4505.0000000000000        4505.0000000000000        1.3393146020432235E-005   2.8221129559962532E-006
   5505.0000000000000        5505.0000000000000        5505.0000000000000        1.6587072669899005E-006   1.8529390945406311E-007
   6505.0000000000000        6505.0000000000000        6505.0000000000000        1.9587751891263263E-007   5.1254570693203413E-008
   7505.0000000000000        7505.0000000000000        7505.0000000000000        3.7031699124160290E-008   7.5470378342374971E-009
   8505.0000000000000        8505.0000000000000        8505.0000000000000        1.5558646482577216E-008   1.4285572712372667E-008
   9505.0000000000000        9505.0000000000000        9505.0000000000000        1.2041397623020626E-009   3.1281430892341342E-010
   10505.000000000000        10505.000000000000        10505.000000000000        2.2587154638900429E-010   8.6488687096745443E-011
