    100      0.660065336549295E-01      0.144744675051266E-03
    400      0.208255091861673E-03      0.102870943915326E-05
    700      0.168994984689292E-04      0.106379278906254E-06
   1000      0.306738644371227E-05      0.216428474600237E-07
   1300      0.810033075788246E-06      0.613847576557686E-08
   1600      0.270104564345408E-06      0.203713567453193E-08
   1900      0.989832959361876E-07      0.774173372233303E-09
   2200      0.419193621718565E-07      0.315917823954699E-09
   2500      0.181319221459469E-07      0.135415022546995E-09
   2800      0.829485646299861E-08      0.613365375850530E-10
   3100      0.394018188701537E-08      0.278442699402261E-10
   3400      0.191790085917399E-08      0.130373971652794E-10
   3700      0.936049772953899E-09      0.629620478661647E-11
   4000      0.463170141482359E-09      0.295822524178734E-11
   4300      0.229978429795119E-09      0.141302194800131E-11
   4600      0.113972624939188E-09      0.670026471782928E-12
   4900      0.566073195783553E-10      0.314753218853350E-12
 This data is combined from 
 PK_Plus.dat + PK_Regular.dat + PK_Delta.dat = PK.dat
