   100.00000000000000       -1.7817761133148216     
   200.00000000000000       -9.7205661450747091E-002
   300.00000000000000       -1.7526822349476501E-002
   400.00000000000000       -5.4834027047363241E-003
   500.00000000000000       -1.8231256498631083E-003
   600.00000000000000       -9.5430795916728905E-004
   700.00000000000000       -4.9897021101020275E-004
   800.00000000000000       -2.9440868015246263E-004
   900.00000000000000       -1.4197773936794591E-004
   1000.0000000000000       -7.8398225200913626E-005
   1100.0000000000000       -4.7180467564321732E-005
   1200.0000000000000       -2.7759734659591469E-005
   1300.0000000000000       -1.8717848171139585E-005
   1400.0000000000000       -1.4176323324365087E-005
   1500.0000000000000       -1.0052251660325606E-005
   1600.0000000000000       -6.8441822990618045E-006
   1700.0000000000000       -3.7420278755063465E-006
   1800.0000000000000       -2.5900636018108799E-006
   1900.0000000000000       -2.1092782901402001E-006
   2000.0000000000000       -1.5865185828417267E-006
