    100      0.209767162872675E-01      0.738540869095658E-05
    200      0.123013746238970E-02      0.640252541131976E-06
    300      0.218500425062870E-03      0.138041326798437E-06
    400      0.617372698414186E-04      0.442080828810894E-07
    500      0.225496562741189E-04      0.178040822392851E-07
    600      0.970040781800726E-05      0.818390040516484E-08
    700      0.467660224266547E-05      0.417005188425244E-08
    800      0.245709171478177E-05      0.229430836832792E-08
    900      0.136811465927154E-05      0.132993579882033E-08
   1000      0.802783627759310E-06      0.802928931408870E-09

Note : Pulled out from PKd-5.dat, information on the iteration is there in file. 
       This value can be trusted
