  500.00 1 1       0.10E-02       0.50E-05     0.6884-309    -0.1342E-02     0.1425E-02     0.8323E-04
  500.00 1 1       0.10E-02       0.25E-04     0.6884-309    -0.1061E-02     0.1143E-02     0.8188E-04
  500.00 1 1       0.10E-02       0.13E-03     0.6884-309    -0.7795E-03     0.8580E-03     0.7857E-04
  500.00 1 1       0.10E-02       0.63E-03     0.6884-309    -0.4977E-03     0.5596E-03     0.6191E-04
