   100.00000000000000        8.2324099934033435E-003   1.0942660748988528E-004
   400.00000000000000        3.8683652847643765E-005   5.7076214396825988E-007
   700.00000000000000        3.9889991875841876E-006   5.1827131747786458E-008
   1000.0000000000000        8.8987881403330826E-007   9.8273062620766749E-009
   1300.0000000000000        2.7897592862653516E-007   2.6026524859407154E-009
   1600.0000000000000        1.0273770472006914E-007   8.3848243771209090E-010
   1900.0000000000000        4.3049632524610657E-008   3.0300021893369345E-010
   2200.0000000000000        1.9270926109265897E-008   1.2005881319046322E-010
   2500.0000000000000        9.0926520815144182E-009   5.0282578116146919E-011
   2800.0000000000000        4.4505859584491594E-009   2.1925768608368194E-011
   3100.0000000000000        2.2199158955464714E-009   9.8603201786183160E-012
   3400.0000000000000        1.1245193008871288E-009   4.5174771189579677E-012
   3700.0000000000000        5.7640700516206751E-010   2.0983007241162036E-012
   4000.0000000000000        2.9574434889625087E-010   9.7920359172960788E-013
   4300.0000000000000        1.5071184023894644E-010   4.5974095940023715E-013
   4600.0000000000000        7.6651465160698201E-011   2.1513188248677329E-013
   4900.0000000000000        3.8439413805327020E-011   9.9184922479721851E-014
 Directory not found ../summary/run_05                                                                                   
 Making new directory..
/home/niraj/OneDrive/WorkSpaceIITG/Generalfiles/integrators/DY1/DrellYan/summary/run_05
 Directory constructed successfully🤩
  
 Writing your data in ../summary/run_05/PK_Plus.dat
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/MMHT2014nlo68cl/MMHT2014nlo68cl_0000.dat
MMHT2014nlo68cl PDF set, member #0, version 3; LHAPDF ID = 25100
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating [+] distribution with delta 1d-2 && ALP=Al/2/pi
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Using Vegas points:                   5.E+08
         Iteration:                   15
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =          100 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  457773282.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  41
   1      0.1892122E-01 0.1292E-01  0.1892122E-01 0.1292E-01  0.000    
   2      0.6755405E-02 0.2905E-02  0.1021091E-01 0.5170E-02  1.126    
   3      0.6304659E-02 0.1536E-02  0.7513739E-02 0.2461E-02  1.038    
   4      0.7565812E-02 0.1030E-02  0.7549607E-02 0.1264E-02 0.8173    
   5      0.7954712E-02 0.8392E-03  0.7765967E-02 0.8187E-03 0.6954    
   6      0.7939501E-02 0.7708E-03  0.7833074E-02 0.6172E-03 0.6043    
   7      0.8249442E-02 0.7444E-03  0.7961833E-02 0.5000E-03 0.5546    
   8      0.8360416E-02 0.7327E-03  0.8060243E-02 0.4258E-03 0.5169    
   9      0.6912190E-02 0.7250E-03  0.7891472E-02 0.3822E-03 0.6204    
  10      0.7354912E-02 0.7235E-03  0.7814624E-02 0.3466E-03 0.6072    
  11      0.6159613E-02 0.7261E-03  0.7664554E-02 0.3219E-03 0.7938    
  12      0.8947348E-02 0.7250E-03  0.7871106E-02 0.2946E-03 0.9562    
  13      0.9712883E-02 0.7298E-03  0.8161580E-02 0.2719E-03  1.375    
  14      0.8022389E-02 0.7256E-03  0.8147914E-02 0.2561E-03  1.292    
  15      0.7871411E-02 0.7327E-03  0.8124463E-02 0.2430E-03  1.226    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  664301250.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  45
   1      0.8387870E-02 0.5994E-03  0.8387870E-02 0.5994E-03  0.000    
   2      0.7521477E-02 0.5996E-03  0.8001864E-02 0.4239E-03  1.032    
   3      0.9111089E-02 0.5993E-03  0.8440612E-02 0.3461E-03  1.696    
   4      0.8321736E-02 0.5994E-03  0.8411123E-02 0.2997E-03  1.143    
   5      0.8754841E-02 0.5995E-03  0.8485138E-02 0.2681E-03 0.9105    
   6      0.8596287E-02 0.6000E-03  0.8504222E-02 0.2447E-03 0.7297    
   7      0.8416842E-02 0.5995E-03  0.8491854E-02 0.2266E-03 0.6120    
   8      0.7056860E-02 0.5994E-03  0.8361990E-02 0.2120E-03  1.084    
   9      0.7919683E-02 0.5991E-03  0.8316682E-02 0.1998E-03  1.014    
  10      0.8070406E-02 0.5997E-03  0.8293050E-02 0.1896E-03 0.9220    
  11      0.6874318E-02 0.5991E-03  0.8200525E-02 0.1807E-03  1.229    
