  13      0.2541985E-06 0.2909E-09  0.2543711E-06 0.8071E-10  1.490    
  14      0.2543438E-06 0.2909E-09  0.2543691E-06 0.7777E-10  1.376    
  15      0.2543005E-06 0.2909E-09  0.2543645E-06 0.7513E-10  1.282    
  16      0.2539801E-06 0.2908E-09  0.2543406E-06 0.7274E-10  1.305    
  17      0.2541516E-06 0.2910E-09  0.2543295E-06 0.7057E-10  1.249    
  18      0.2542632E-06 0.2908E-09  0.2543258E-06 0.6858E-10  1.178    
  19      0.2546130E-06 0.2912E-09  0.2543409E-06 0.6676E-10  1.164    
  20      0.2548271E-06 0.2914E-09  0.2543652E-06 0.6507E-10  1.242    
  21      0.2546230E-06 0.2911E-09  0.2543775E-06 0.6350E-10  1.217    
  22      0.2543668E-06 0.2910E-09  0.2543770E-06 0.6204E-10  1.159    
  23      0.2540268E-06 0.2909E-09  0.2543618E-06 0.6068E-10  1.170    
  24      0.2548112E-06 0.2912E-09  0.2543806E-06 0.5940E-10  1.218    
  25      0.2545072E-06 0.2912E-09  0.2543857E-06 0.5820E-10  1.175    
  26      0.2540543E-06 0.2907E-09  0.2543729E-06 0.5707E-10  1.178    
  27      0.2543304E-06 0.2909E-09  0.2543713E-06 0.5600E-10  1.133    
  28      0.2546431E-06 0.2912E-09  0.2543811E-06 0.5500E-10  1.123    
  29      0.2539107E-06 0.2909E-09  0.2543649E-06 0.5404E-10  1.172    
  30      0.2542139E-06 0.2908E-09  0.2543598E-06 0.5313E-10  1.141    
   
   
 Integral=   2.5435984854810045E-007 +-   5.3128305985719301E-011
 with chisq    =   1.1410177379584570     
  
  
  
 For xq =         1400 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.1702179E-06 0.3130E-08  0.1702179E-06 0.3130E-08  0.000    
   2      0.1679150E-06 0.7949E-09  0.1680581E-06 0.7751E-09 0.5145    
   3      0.1684230E-06 0.6400E-09  0.1682744E-06 0.4940E-09 0.3238    
   4      0.1683130E-06 0.6149E-09  0.1682895E-06 0.3853E-09 0.2170    
   5      0.1688347E-06 0.6083E-09  0.1684457E-06 0.3255E-09 0.3061    
   6      0.1694144E-06 0.6071E-09  0.1686634E-06 0.2868E-09 0.6420    
   7      0.1695606E-06 0.6062E-09  0.1688286E-06 0.2592E-09 0.8344    
   8      0.1684258E-06 0.6047E-09  0.1687664E-06 0.2383E-09 0.7691    
   9      0.1690654E-06 0.6080E-09  0.1688063E-06 0.2218E-09 0.6990    
  10      0.1680380E-06 0.6072E-09  0.1687166E-06 0.2084E-09 0.7776    
  11      0.1693133E-06 0.6125E-09  0.1687789E-06 0.1973E-09 0.7850    
  12      0.1693353E-06 0.6151E-09  0.1688310E-06 0.1878E-09 0.7810    
  13      0.1679018E-06 0.6144E-09  0.1687524E-06 0.1796E-09 0.8892    
  14      0.1699198E-06 0.6203E-09  0.1688439E-06 0.1725E-09  1.074    
  15      0.1704744E-06 0.6251E-09  0.1689613E-06 0.1663E-09  1.455    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.1677550E-06 0.1958E-09  0.1677550E-06 0.1958E-09  0.000    
   2      0.1682763E-06 0.1961E-09  0.1680161E-06 0.1385E-09  3.539    
   3      0.1680375E-06 0.1961E-09  0.1680232E-06 0.1131E-09  1.773    
   4      0.1681451E-06 0.1962E-09  0.1680537E-06 0.9801E-10  1.278    
   5      0.1674830E-06 0.1956E-09  0.1679398E-06 0.8763E-10  2.653    
   6      0.1681603E-06 0.1961E-09  0.1679766E-06 0.8000E-10  2.333    
   7      0.1681795E-06 0.1961E-09  0.1680056E-06 0.7408E-10  2.097    
   8      0.1680057E-06 0.1961E-09  0.1680056E-06 0.6930E-10  1.797    
   9      0.1682110E-06 0.1962E-09  0.1680284E-06 0.6534E-10  1.694    
  10      0.1681618E-06 0.1963E-09  0.1680418E-06 0.6200E-10  1.552    
  11      0.1678384E-06 0.1960E-09  0.1680233E-06 0.5911E-10  1.495    
  12      0.1681552E-06 0.1960E-09  0.1680343E-06 0.5659E-10  1.396    
  13      0.1682207E-06 0.1962E-09  0.1680487E-06 0.5438E-10  1.349    
  14      0.1680371E-06 0.1959E-09  0.1680478E-06 0.5240E-10  1.246    
  15      0.1682921E-06 0.1962E-09  0.1680641E-06 0.5062E-10  1.260    
  16      0.1684762E-06 0.1965E-09  0.1680899E-06 0.4902E-10  1.452    
  17      0.1678537E-06 0.1962E-09  0.1680761E-06 0.4756E-10  1.446    
  18      0.1679445E-06 0.1960E-09  0.1680688E-06 0.4622E-10  1.387    
  19      0.1678653E-06 0.1959E-09  0.1680581E-06 0.4498E-10  1.366    
  20      0.1681314E-06 0.1962E-09  0.1680617E-06 0.4385E-10  1.301    
  21      0.1681626E-06 0.1962E-09  0.1680665E-06 0.4279E-10  1.249    
  22      0.1678745E-06 0.1961E-09  0.1680578E-06 0.4181E-10  1.233    
  23      0.1682765E-06 0.1962E-09  0.1680673E-06 0.4089E-10  1.231    
  24      0.1680124E-06 0.1960E-09  0.1680650E-06 0.4003E-10  1.181    
  25      0.1681148E-06 0.1961E-09  0.1680670E-06 0.3922E-10  1.134    
  26      0.1682051E-06 0.1962E-09  0.1680724E-06 0.3846E-10  1.108    
  27      0.1682758E-06 0.1963E-09  0.1680799E-06 0.3774E-10  1.105    
  28      0.1679192E-06 0.1960E-09  0.1680742E-06 0.3706E-10  1.088    
  29      0.1681174E-06 0.1961E-09  0.1680756E-06 0.3641E-10  1.051    
  30      0.1681741E-06 0.1962E-09  0.1680789E-06 0.3580E-10  1.023    
   
   
 Integral=   1.6807893163073731E-007 +-   3.5803335244461088E-011
 with chisq    =   1.0229916857256318     
  
  
  
 For xq =         1500 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.1139417E-06 0.2074E-08  0.1139417E-06 0.2074E-08  0.000    
   2      0.1133381E-06 0.5356E-09  0.1133762E-06 0.5198E-09 0.7981E-01
   3      0.1143683E-06 0.4368E-09  0.1139608E-06 0.3339E-09  1.108    
   4      0.1147945E-06 0.4224E-09  0.1142845E-06 0.2617E-09  1.540    
   5      0.1142456E-06 0.4174E-09  0.1142735E-06 0.2217E-09  1.156    
   6      0.1153663E-06 0.4181E-09  0.1145173E-06 0.1957E-09  2.002    
   7      0.1143662E-06 0.4168E-09  0.1144900E-06 0.1772E-09  1.686    
   8      0.1137417E-06 0.4158E-09  0.1143760E-06 0.1630E-09  1.836    
   9      0.1148356E-06 0.4178E-09  0.1144373E-06 0.1518E-09  1.737    
  10      0.1144321E-06 0.4181E-09  0.1144367E-06 0.1427E-09  1.543    
  11      0.1144779E-06 0.4197E-09  0.1144409E-06 0.1351E-09  1.390    
  12      0.1140957E-06 0.4196E-09  0.1144086E-06 0.1286E-09  1.319    
  13      0.1135237E-06 0.4196E-09  0.1143336E-06 0.1230E-09  1.545    
  14      0.1139819E-06 0.4226E-09  0.1143063E-06 0.1181E-09  1.476    
  15      0.1142141E-06 0.4240E-09  0.1142996E-06 0.1138E-09  1.374    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.1134295E-06 0.1344E-09  0.1134295E-06 0.1344E-09  0.000    
   2      0.1131597E-06 0.1344E-09  0.1132948E-06 0.9504E-10  2.015    
   3      0.1131230E-06 0.1343E-09  0.1132376E-06 0.7758E-10  1.553    
   4      0.1133426E-06 0.1346E-09  0.1132638E-06 0.6721E-10  1.187    
   5      0.1133271E-06 0.1345E-09  0.1132765E-06 0.6012E-10 0.9347    
   6      0.1133496E-06 0.1346E-09  0.1132887E-06 0.5489E-10 0.7969    
   7      0.1133284E-06 0.1345E-09  0.1132944E-06 0.5082E-10 0.6765    
   8      0.1134541E-06 0.1345E-09  0.1133144E-06 0.4754E-10 0.7565    
   9      0.1129718E-06 0.1343E-09  0.1132764E-06 0.4481E-10  1.382    
  10      0.1132260E-06 0.1344E-09  0.1132714E-06 0.4251E-10  1.243    
  11      0.1133425E-06 0.1344E-09  0.1132778E-06 0.4053E-10  1.144    
  12      0.1132337E-06 0.1345E-09  0.1132742E-06 0.3881E-10  1.049    
  13      0.1133140E-06 0.1345E-09  0.1132772E-06 0.3729E-10 0.9681    
  14      0.1130648E-06 0.1343E-09  0.1132621E-06 0.3593E-10  1.072    
  15      0.1134108E-06 0.1344E-09  0.1132720E-06 0.3471E-10  1.077    
  16      0.1134861E-06 0.1344E-09  0.1132854E-06 0.3361E-10  1.164    
  17      0.1133307E-06 0.1345E-09  0.1132881E-06 0.3261E-10  1.098    
  18      0.1134150E-06 0.1345E-09  0.1132952E-06 0.3169E-10  1.083    
  19      0.1131397E-06 0.1344E-09  0.1132870E-06 0.3084E-10  1.093    
  20      0.1131598E-06 0.1344E-09  0.1132806E-06 0.3006E-10  1.080    
  21      0.1135052E-06 0.1345E-09  0.1132914E-06 0.2934E-10  1.159    
  22      0.1134342E-06 0.1345E-09  0.1132979E-06 0.2866E-10  1.155    
  23      0.1133471E-06 0.1344E-09  0.1133000E-06 0.2803E-10  1.109    
  24      0.1133170E-06 0.1345E-09  0.1133007E-06 0.2744E-10  1.061    
  25      0.1132735E-06 0.1345E-09  0.1132996E-06 0.2689E-10  1.019    
  26      0.1136586E-06 0.1347E-09  0.1133135E-06 0.2637E-10  1.253    
  27      0.1136535E-06 0.1347E-09  0.1133261E-06 0.2588E-10  1.442    
  28      0.1133368E-06 0.1345E-09  0.1133265E-06 0.2541E-10  1.388    
  29      0.1132044E-06 0.1343E-09  0.1133223E-06 0.2497E-10  1.367    
  30      0.1130826E-06 0.1342E-09  0.1133143E-06 0.2455E-10  1.426    
   
   
 Integral=   1.1331429538415226E-007 +-   2.4547199442909804E-011
 with chisq    =   1.4263256921749425     
  
  
  
 For xq =         1600 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.7842848E-07 0.1434E-08  0.7842848E-07 0.1434E-08  0.000    
   2      0.7779798E-07 0.3685E-09  0.7783764E-07 0.3582E-09 0.1826    
   3      0.7846081E-07 0.3021E-09  0.7820308E-07 0.2307E-09 0.9761    
   4      0.7861581E-07 0.2919E-09  0.7836273E-07 0.1809E-09  1.061    
   5      0.7945759E-07 0.2910E-09  0.7867413E-07 0.1534E-09  3.382    
   6      0.7940427E-07 0.2890E-09  0.7883736E-07 0.1354E-09  3.704    
   7      0.7918284E-07 0.2890E-09  0.7890020E-07 0.1226E-09  3.278    
   8      0.7926566E-07 0.2897E-09  0.7895631E-07 0.1129E-09  3.000    
   9      0.7872020E-07 0.2895E-09  0.7892521E-07 0.1052E-09  2.698    
  10      0.7924015E-07 0.2914E-09  0.7896186E-07 0.9893E-10  2.511    
  11      0.7908381E-07 0.2918E-09  0.7897450E-07 0.9369E-10  2.275    
  12      0.7919730E-07 0.2935E-09  0.7899525E-07 0.8925E-10  2.114    
  13      0.7849441E-07 0.2932E-09  0.7895317E-07 0.8539E-10  2.160    
  14      0.7870606E-07 0.2946E-09  0.7893409E-07 0.8201E-10  2.045    
  15      0.7848425E-07 0.2954E-09  0.7890218E-07 0.7902E-10  2.052    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.7761865E-07 0.9353E-10  0.7761865E-07 0.9353E-10  0.000    
   2      0.7772530E-07 0.9370E-10  0.7767195E-07 0.6620E-10 0.6489    
   3      0.7757679E-07 0.9352E-10  0.7764024E-07 0.5403E-10 0.6693    
   4      0.7773181E-07 0.9365E-10  0.7766315E-07 0.4680E-10 0.6854    
   5      0.7756483E-07 0.9359E-10  0.7764352E-07 0.4186E-10 0.7346    
   6      0.7766416E-07 0.9366E-10  0.7764696E-07 0.3822E-10 0.5957    
   7      0.7765650E-07 0.9362E-10  0.7764832E-07 0.3538E-10 0.4979    
   8      0.7780365E-07 0.9375E-10  0.7766776E-07 0.3310E-10 0.7708    
   9      0.7756038E-07 0.9359E-10  0.7765584E-07 0.3121E-10 0.8206    
  10      0.7752062E-07 0.9362E-10  0.7764236E-07 0.2961E-10 0.9378    
  11      0.7766225E-07 0.9356E-10  0.7764418E-07 0.2823E-10 0.8481    
  12      0.7768887E-07 0.9370E-10  0.7764790E-07 0.2703E-10 0.7899    
  13      0.7768996E-07 0.9358E-10  0.7765114E-07 0.2597E-10 0.7395    
  14      0.7765483E-07 0.9355E-10  0.7765140E-07 0.2502E-10 0.6828    
  15      0.7768244E-07 0.9362E-10  0.7765347E-07 0.2417E-10 0.6413    
  16      0.7771699E-07 0.9371E-10  0.7765744E-07 0.2341E-10 0.6272    
  17      0.7748733E-07 0.9347E-10  0.7764745E-07 0.2270E-10 0.7822    
  18      0.7775222E-07 0.9365E-10  0.7765328E-07 0.2207E-10 0.8058    
  19      0.7765730E-07 0.9362E-10  0.7765349E-07 0.2148E-10 0.7611    
  20      0.7772546E-07 0.9365E-10  0.7765709E-07 0.2093E-10 0.7506    
  21      0.7777657E-07 0.9368E-10  0.7766279E-07 0.2043E-10 0.7906    
  22      0.7770964E-07 0.9367E-10  0.7766492E-07 0.1996E-10 0.7643    
  23      0.7795438E-07 0.9379E-10  0.7767755E-07 0.1952E-10  1.146    
  24      0.7775233E-07 0.9364E-10  0.7768067E-07 0.1911E-10  1.123    
  25      0.7781802E-07 0.9368E-10  0.7768618E-07 0.1873E-10  1.162    
  26      0.7772673E-07 0.9360E-10  0.7768774E-07 0.1836E-10  1.123    
  27      0.7778092E-07 0.9371E-10  0.7769119E-07 0.1802E-10  1.116    
  28      0.7756072E-07 0.9352E-10  0.7768654E-07 0.1769E-10  1.145    
  29      0.7769518E-07 0.9369E-10  0.7768684E-07 0.1739E-10  1.104    
  30      0.7764922E-07 0.9361E-10  0.7768558E-07 0.1709E-10  1.071    
   
   
 Integral=   7.7685583051091500E-008 +-   1.7094722288603278E-011
 with chisq    =   1.0712796501326391     
  
  
  
 For xq =         1700 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.5526047E-07 0.9934E-09  0.5526047E-07 0.9934E-09  0.000    
   2      0.5437278E-07 0.2578E-09  0.5443052E-07 0.2513E-09 0.7587    
   3      0.5495158E-07 0.2122E-09  0.5473528E-07 0.1621E-09  1.634    
   4      0.5555354E-07 0.2055E-09  0.5505386E-07 0.1270E-09  4.370    
   5      0.5566367E-07 0.2039E-09  0.5522714E-07 0.1077E-09  4.892    
   6      0.5618170E-07 0.2039E-09  0.5544141E-07 0.9516E-10  7.393    
   7      0.5585241E-07 0.2031E-09  0.5551654E-07 0.8614E-10  6.711    
   8      0.5624442E-07 0.2047E-09  0.5562890E-07 0.7937E-10  7.299    
   9      0.5565054E-07 0.2032E-09  0.5563178E-07 0.7393E-10  6.384    
  10      0.5588329E-07 0.2045E-09  0.5566117E-07 0.6952E-10  5.818    
  11      0.5539647E-07 0.2041E-09  0.5563380E-07 0.6581E-10  5.389    
  12      0.5585451E-07 0.2056E-09  0.5565452E-07 0.6267E-10  4.990    
  13      0.5582591E-07 0.2064E-09  0.5566910E-07 0.5997E-10  4.624    
  14      0.5514347E-07 0.2067E-09  0.5562891E-07 0.5759E-10  4.726    
  15      0.5574403E-07 0.2079E-09  0.5563717E-07 0.5550E-10  4.407    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.5416716E-07 0.6593E-10  0.5416716E-07 0.6593E-10  0.000    
   2      0.5405196E-07 0.6586E-10  0.5410962E-07 0.4660E-10  1.528    
   3      0.5402461E-07 0.6585E-10  0.5408132E-07 0.3804E-10  1.319    
   4      0.5402033E-07 0.6589E-10  0.5406610E-07 0.3294E-10  1.094    
   5      0.5402314E-07 0.6590E-10  0.5405752E-07 0.2947E-10 0.9057    
   6      0.5405244E-07 0.6586E-10  0.5405667E-07 0.2690E-10 0.7256    
   7      0.5420515E-07 0.6600E-10  0.5407792E-07 0.2491E-10  1.330    
   8      0.5415601E-07 0.6600E-10  0.5408768E-07 0.2330E-10  1.315    
   9      0.5428187E-07 0.6606E-10  0.5410931E-07 0.2198E-10  2.116    
  10      0.5405977E-07 0.6590E-10  0.5410436E-07 0.2085E-10  1.938    
  11      0.5412123E-07 0.6594E-10  0.5410590E-07 0.1988E-10  1.750    
  12      0.5403138E-07 0.6586E-10  0.5409969E-07 0.1903E-10  1.698    
  13      0.5423906E-07 0.6603E-10  0.5411043E-07 0.1829E-10  1.900    
  14      0.5403032E-07 0.6588E-10  0.5410472E-07 0.1762E-10  1.859    
  15      0.5408497E-07 0.6598E-10  0.5410340E-07 0.1702E-10  1.733    
  16      0.5419973E-07 0.6601E-10  0.5410943E-07 0.1648E-10  1.750    
  17      0.5415398E-07 0.6594E-10  0.5411205E-07 0.1599E-10  1.668    
  18      0.5414297E-07 0.6595E-10  0.5411377E-07 0.1554E-10  1.582    
  19      0.5408590E-07 0.6592E-10  0.5411231E-07 0.1513E-10  1.503    
  20      0.5410007E-07 0.6593E-10  0.5411169E-07 0.1474E-10  1.426    
  21      0.5415593E-07 0.6594E-10  0.5411380E-07 0.1439E-10  1.376    
  22      0.5409931E-07 0.6593E-10  0.5411314E-07 0.1406E-10  1.313    
  23      0.5406859E-07 0.6590E-10  0.5411121E-07 0.1375E-10  1.273    
  24      0.5408067E-07 0.6590E-10  0.5410994E-07 0.1346E-10  1.227    
  25      0.5419085E-07 0.6599E-10  0.5411318E-07 0.1319E-10  1.236    
  26      0.5417482E-07 0.6599E-10  0.5411555E-07 0.1293E-10  1.220    
  27      0.5414652E-07 0.6597E-10  0.5411670E-07 0.1269E-10  1.181    
  28      0.5401020E-07 0.6589E-10  0.5411290E-07 0.1246E-10  1.230    
  29      0.5407936E-07 0.6588E-10  0.5411175E-07 0.1224E-10  1.195    
  30      0.5399448E-07 0.6587E-10  0.5410785E-07 0.1204E-10  1.259    
   
   
 Integral=   5.4107846016098756E-008 +-   1.2037425826543811E-011
 with chisq    =   1.2594649899185935     
  
  
  
 For xq =         1800 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.3734142E-07 0.6714E-09  0.3734142E-07 0.6714E-09  0.000    
   2      0.3819288E-07 0.1821E-09  0.3813693E-07 0.1741E-09  1.469    
   3      0.3989648E-07 0.1520E-09  0.3918244E-07 0.1130E-09  29.94    
   4      0.4018864E-07 0.1471E-09  0.3957637E-07 0.8914E-10  29.64    
   5      0.4050874E-07 0.1462E-09  0.3984409E-07 0.7588E-10  29.59    
   6      0.4056649E-07 0.1457E-09  0.4000641E-07 0.6720E-10  27.43    
   7      0.4039649E-07 0.1454E-09  0.4007776E-07 0.6095E-10  23.72    
   8      0.4039160E-07 0.1453E-09  0.4012629E-07 0.5618E-10  20.82    
   9      0.4026981E-07 0.1453E-09  0.4014542E-07 0.5238E-10  18.26    
  10      0.4034387E-07 0.1456E-09  0.4016875E-07 0.4928E-10  16.37    
  11      0.4022631E-07 0.1455E-09  0.4017478E-07 0.4667E-10  14.72    
  12      0.4024681E-07 0.1455E-09  0.4018162E-07 0.4444E-10  13.38    
  13      0.4004979E-07 0.1454E-09  0.4017027E-07 0.4249E-10  12.32    
  14      0.4022672E-07 0.1459E-09  0.4017475E-07 0.4080E-10  11.37    
  15      0.4024167E-07 0.1466E-09  0.4017963E-07 0.3930E-10  10.56    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.3824251E-07 0.4693E-10  0.3824251E-07 0.4693E-10  0.000    
   2      0.3822730E-07 0.4697E-10  0.3823491E-07 0.3320E-10 0.5250E-01
   3      0.3807618E-07 0.4684E-10  0.3818214E-07 0.2709E-10  3.837    
   4      0.3814841E-07 0.4683E-10  0.3817369E-07 0.2345E-10  2.689    
   5      0.3811936E-07 0.4682E-10  0.3816282E-07 0.2096E-10  2.286    
   6      0.3813204E-07 0.4688E-10  0.3815770E-07 0.1914E-10  1.901    
   7      0.3815855E-07 0.4684E-10  0.3815782E-07 0.1772E-10  1.584    
   8      0.3820355E-07 0.4688E-10  0.3816355E-07 0.1657E-10  1.477    
   9      0.3820357E-07 0.4688E-10  0.3816800E-07 0.1562E-10  1.373    
  10      0.3818147E-07 0.4689E-10  0.3816935E-07 0.1482E-10  1.229    
  11      0.3814334E-07 0.4685E-10  0.3816699E-07 0.1413E-10  1.134    
  12      0.3819289E-07 0.4686E-10  0.3816915E-07 0.1353E-10  1.056    
  13      0.3815464E-07 0.4684E-10  0.3816803E-07 0.1300E-10 0.9756    
  14      0.3810681E-07 0.4680E-10  0.3816366E-07 0.1253E-10  1.023    
  15      0.3811097E-07 0.4686E-10  0.3816016E-07 0.1210E-10  1.034    
  16      0.3817051E-07 0.4690E-10  0.3816080E-07 0.1172E-10 0.9680    
  17      0.3818841E-07 0.4689E-10  0.3816243E-07 0.1137E-10 0.9278    
  18      0.3821884E-07 0.4688E-10  0.3816557E-07 0.1105E-10 0.9538    
  19      0.3814509E-07 0.4686E-10  0.3816449E-07 0.1075E-10 0.9109    
  20      0.3811095E-07 0.4681E-10  0.3816181E-07 0.1048E-10 0.9283    
  21      0.3817969E-07 0.4687E-10  0.3816267E-07 0.1023E-10 0.8888    
  22      0.3815304E-07 0.4687E-10  0.3816223E-07 0.9992E-11 0.8484    
  23      0.3820786E-07 0.4695E-10  0.3816421E-07 0.9773E-11 0.8509    
  24      0.3812329E-07 0.4683E-10  0.3816251E-07 0.9567E-11 0.8457    
  25      0.3820933E-07 0.4694E-10  0.3816438E-07 0.9374E-11 0.8503    
  26      0.3820840E-07 0.4691E-10  0.3816607E-07 0.9192E-11 0.8502    
  27      0.3821084E-07 0.4692E-10  0.3816773E-07 0.9021E-11 0.8512    
  28      0.3807486E-07 0.4684E-10  0.3816443E-07 0.8858E-11 0.9596    
  29      0.3813569E-07 0.4683E-10  0.3816343E-07 0.8704E-11 0.9383    
  30      0.3808169E-07 0.4681E-10  0.3816071E-07 0.8557E-11  1.007    
   
   
 Integral=   3.8160714405038709E-008 +-   8.5570257655623445E-012
 with chisq    =   1.0073389604987020     
  
  
  
 For xq =         1900 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.2687369E-07 0.4809E-09  0.2687369E-07 0.4809E-09  0.000    
   2      0.2752459E-07 0.1300E-09  0.2748220E-07 0.1242E-09  1.671    
   3      0.2880399E-07 0.1085E-09  0.2826901E-07 0.8062E-10  33.19    
   4      0.2963398E-07 0.1064E-09  0.2880887E-07 0.6377E-10  57.88    
   5      0.2984383E-07 0.1060E-09  0.2910683E-07 0.5444E-10  60.94    
   6      0.2970792E-07 0.1052E-09  0.2924188E-07 0.4827E-10  53.49    
   7      0.2963992E-07 0.1056E-09  0.2931418E-07 0.4386E-10  46.22    
   8      0.2947800E-07 0.1052E-09  0.2933930E-07 0.4046E-10  39.72    
   9      0.2965103E-07 0.1054E-09  0.2938101E-07 0.3776E-10  35.56    
  10      0.2966529E-07 0.1055E-09  0.2941454E-07 0.3554E-10  32.21    
  11      0.2979391E-07 0.1055E-09  0.2945486E-07 0.3367E-10  30.07    
  12      0.2990121E-07 0.1056E-09  0.2949798E-07 0.3207E-10  28.75    
  13      0.2966224E-07 0.1055E-09  0.2951226E-07 0.3068E-10  26.49    
  14      0.2960617E-07 0.1054E-09  0.2951976E-07 0.2946E-10  24.46    
  15      0.2975712E-07 0.1057E-09  0.2953738E-07 0.2837E-10  23.01    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.2721880E-07 0.3371E-10  0.2721880E-07 0.3371E-10  0.000    
   2      0.2719593E-07 0.3370E-10  0.2720737E-07 0.2383E-10 0.2302    
   3      0.2724960E-07 0.3373E-10  0.2722146E-07 0.1946E-10 0.6383    
   4      0.2727808E-07 0.3372E-10  0.2723565E-07 0.1686E-10  1.132    
   5      0.2720179E-07 0.3372E-10  0.2722889E-07 0.1508E-10  1.051    
   6      0.2716556E-07 0.3365E-10  0.2721835E-07 0.1376E-10  1.429    
   7      0.2719921E-07 0.3369E-10  0.2721562E-07 0.1274E-10  1.237    
   8      0.2725188E-07 0.3371E-10  0.2722016E-07 0.1192E-10  1.205    
   9      0.2725093E-07 0.3373E-10  0.2722358E-07 0.1124E-10  1.147    
  10      0.2730115E-07 0.3376E-10  0.2723135E-07 0.1066E-10  1.549    
  11      0.2721872E-07 0.3371E-10  0.2723020E-07 0.1016E-10  1.407    
  12      0.2723526E-07 0.3370E-10  0.2723062E-07 0.9732E-11  1.281    
  13      0.2725958E-07 0.3375E-10  0.2723285E-07 0.9351E-11  1.231    
  14      0.2721341E-07 0.3370E-10  0.2723146E-07 0.9010E-11  1.160    
  15      0.2722240E-07 0.3372E-10  0.2723086E-07 0.8705E-11  1.082    
  16      0.2728426E-07 0.3376E-10  0.2723420E-07 0.8429E-11  1.167    
  17      0.2730191E-07 0.3377E-10  0.2723819E-07 0.8178E-11  1.331    
  18      0.2719247E-07 0.3369E-10  0.2723565E-07 0.7948E-11  1.355    
  19      0.2731842E-07 0.3375E-10  0.2724003E-07 0.7736E-11  1.597    
  20      0.2723277E-07 0.3372E-10  0.2723967E-07 0.7540E-11  1.516    
  21      0.2728187E-07 0.3373E-10  0.2724168E-07 0.7358E-11  1.514    
  22      0.2720865E-07 0.3370E-10  0.2724018E-07 0.7189E-11  1.486    
  23      0.2722396E-07 0.3372E-10  0.2723948E-07 0.7031E-11  1.429    
  24      0.2721012E-07 0.3372E-10  0.2723826E-07 0.6883E-11  1.398    
  25      0.2727018E-07 0.3371E-10  0.2723954E-07 0.6744E-11  1.376    
  26      0.2722581E-07 0.3370E-10  0.2723901E-07 0.6613E-11  1.327    
  27      0.2720405E-07 0.3364E-10  0.2723771E-07 0.6489E-11  1.316    
  28      0.2722093E-07 0.3371E-10  0.2723711E-07 0.6372E-11  1.276    
  29      0.2722371E-07 0.3370E-10  0.2723665E-07 0.6261E-11  1.236    
  30      0.2724454E-07 0.3373E-10  0.2723691E-07 0.6156E-11  1.195    
   
   
 Integral=   2.7236912276635888E-008 +-   6.1556340477135011E-012
 with chisq    =   1.1953406401969298     
  
  
  
 For xq =         2000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.1948873E-07 0.3580E-09  0.1948873E-07 0.3580E-09  0.000    
   2      0.1985193E-07 0.9306E-10  0.1982973E-07 0.8935E-10 0.9484    
   3      0.2170831E-07 0.7949E-10  0.2096835E-07 0.5808E-10  125.3    
   4      0.2199811E-07 0.7771E-10  0.2137449E-07 0.4612E-10  119.9    
   5      0.2208395E-07 0.7714E-10  0.2157840E-07 0.3943E-10  104.3    
