   5      0.6084151E-05 0.1850E-07  0.6107996E-05 0.1018E-07  1.816    
   6      0.6129192E-05 0.1846E-07  0.6113023E-05 0.8907E-08  1.652    
   7      0.6138247E-05 0.1845E-07  0.6117878E-05 0.8017E-08  1.629    
   8      0.6124276E-05 0.1835E-07  0.6118915E-05 0.7345E-08  1.408    
   9      0.6107055E-05 0.1832E-07  0.6117263E-05 0.6816E-08  1.277    
  10      0.6117416E-05 0.1837E-07  0.6117281E-05 0.6390E-08  1.134    
  11      0.6112131E-05 0.1841E-07  0.6116724E-05 0.6036E-08  1.027    
  12      0.6149458E-05 0.1854E-07  0.6119913E-05 0.5739E-08  1.192    
  13      0.6100284E-05 0.1852E-07  0.6118193E-05 0.5482E-08  1.178    
  14      0.6151873E-05 0.1869E-07  0.6120903E-05 0.5260E-08  1.320    
  15      0.6119147E-05 0.1874E-07  0.6120775E-05 0.5064E-08  1.226    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.6114974E-05 0.5883E-08  0.6114974E-05 0.5883E-08  0.000    
   2      0.6122177E-05 0.5884E-08  0.6118579E-05 0.4161E-08 0.7494    
   3      0.6111455E-05 0.5882E-08  0.6116207E-05 0.3397E-08 0.8636    
   4      0.6125155E-05 0.5886E-08  0.6118447E-05 0.2942E-08  1.154    
   5      0.6125128E-05 0.5891E-08  0.6119783E-05 0.2632E-08  1.123    
   6      0.6121809E-05 0.5890E-08  0.6120120E-05 0.2403E-08 0.9180    
   7      0.6123965E-05 0.5890E-08  0.6120670E-05 0.2225E-08 0.8258    
   8      0.6131576E-05 0.5888E-08  0.6122037E-05 0.2081E-08  1.138    
   9      0.6124376E-05 0.5889E-08  0.6122297E-05 0.1962E-08  1.013    
  10      0.6122611E-05 0.5888E-08  0.6122328E-05 0.1862E-08 0.9006    
  11      0.6118991E-05 0.5886E-08  0.6122025E-05 0.1775E-08 0.8398    
  12      0.6128136E-05 0.5888E-08  0.6122535E-05 0.1699E-08 0.8532    
  13      0.6120072E-05 0.5885E-08  0.6122345E-05 0.1633E-08 0.7957    
  14      0.6117267E-05 0.5887E-08  0.6121983E-05 0.1573E-08 0.7876    
  15      0.6133004E-05 0.5894E-08  0.6122719E-05 0.1520E-08 0.9650    
  16      0.6126712E-05 0.5886E-08  0.6122969E-05 0.1472E-08 0.9294    
  17      0.6127934E-05 0.5893E-08  0.6123261E-05 0.1428E-08 0.9130    
  18      0.6126124E-05 0.5892E-08  0.6123420E-05 0.1388E-08 0.8724    
  19      0.6117498E-05 0.5886E-08  0.6123108E-05 0.1351E-08 0.8772    
  20      0.6130588E-05 0.5895E-08  0.6123482E-05 0.1317E-08 0.9116    
  21      0.6119895E-05 0.5889E-08  0.6123312E-05 0.1285E-08 0.8837    
  22      0.6119822E-05 0.5889E-08  0.6123153E-05 0.1255E-08 0.8576    
  23      0.6125102E-05 0.5888E-08  0.6123238E-05 0.1228E-08 0.8234    
  24      0.6124437E-05 0.5886E-08  0.6123288E-05 0.1202E-08 0.7893    
  25      0.6124111E-05 0.5886E-08  0.6123321E-05 0.1178E-08 0.7572    
  26      0.6124980E-05 0.5890E-08  0.6123385E-05 0.1155E-08 0.7299    
  27      0.6110733E-05 0.5882E-08  0.6122917E-05 0.1133E-08 0.8727    
  28      0.6119099E-05 0.5888E-08  0.6122781E-05 0.1113E-08 0.8554    
  29      0.6111197E-05 0.5878E-08  0.6122382E-05 0.1093E-08 0.9584    
  30      0.6128082E-05 0.5889E-08  0.6122572E-05 0.1075E-08 0.9565    
   
   
 Integral=   6.1225720862107573E-006 +-   1.0749331556607858E-009
 with chisq    =  0.95654305404424900     
  
  
  
 For xq =          800 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.3246745E-05 0.6373E-07  0.3246745E-05 0.6373E-07  0.000    
   2      0.3172080E-05 0.1417E-07  0.3175759E-05 0.1398E-07  1.335    
^L   3      0.3187758E-05 0.1089E-07  0.3183189E-05 0.8610E-08 0.8996    
   4      0.3202101E-05 0.1025E-07  0.3191008E-05 0.6594E-08  1.265    
   5      0.3216376E-05 0.1009E-07  0.3198644E-05 0.5518E-08  2.059    
   6      0.3181109E-05 0.9948E-08  0.3194566E-05 0.4828E-08  2.122    
   7      0.3196914E-05 0.9942E-08  0.3195013E-05 0.4343E-08  1.777    
   8      0.3178970E-05 0.9894E-08  0.3192450E-05 0.3978E-08  1.837    
   9      0.3181269E-05 0.9899E-08  0.3190909E-05 0.3691E-08  1.746    
  10      0.3184432E-05 0.9926E-08  0.3190127E-05 0.3460E-08  1.594    
  11      0.3172977E-05 0.9926E-08  0.3188292E-05 0.3268E-08  1.700    
  12      0.3172438E-05 0.9932E-08  0.3186761E-05 0.3104E-08  1.754    
  13      0.3186967E-05 0.1003E-07  0.3186779E-05 0.2966E-08  1.608    
  14      0.3177372E-05 0.1001E-07  0.3186026E-05 0.2843E-08  1.547    
  15      0.3184547E-05 0.1009E-07  0.3185917E-05 0.2737E-08  1.438    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.3186460E-05 0.3178E-08  0.3186460E-05 0.3178E-08  0.000    
   2      0.3192105E-05 0.3183E-08  0.3189284E-05 0.2249E-08  1.575    
   3      0.3186274E-05 0.3179E-08  0.3188281E-05 0.1836E-08  1.087    
   4      0.3191498E-05 0.3182E-08  0.3189086E-05 0.1590E-08 0.9800    
   5      0.3193772E-05 0.3181E-08  0.3190025E-05 0.1422E-08  1.170    
   6      0.3187619E-05 0.3181E-08  0.3189625E-05 0.1298E-08  1.031    
   7      0.3180844E-05 0.3178E-08  0.3188374E-05 0.1202E-08  1.946    
   8      0.3185453E-05 0.3180E-08  0.3188010E-05 0.1124E-08  1.774    
   9      0.3190305E-05 0.3181E-08  0.3188265E-05 0.1060E-08  1.610    
  10      0.3186337E-05 0.3179E-08  0.3188072E-05 0.1006E-08  1.468    
  11      0.3188753E-05 0.3182E-08  0.3188134E-05 0.9589E-09  1.325    
  12      0.3192004E-05 0.3182E-08  0.3188457E-05 0.9181E-09  1.328    
  13      0.3188410E-05 0.3179E-08  0.3188453E-05 0.8821E-09  1.217    
  14      0.3185942E-05 0.3176E-08  0.3188274E-05 0.8499E-09  1.168    
  15      0.3186493E-05 0.3178E-08  0.3188155E-05 0.8211E-09  1.106    
  16      0.3187404E-05 0.3177E-08  0.3188108E-05 0.7949E-09  1.036    
  17      0.3185022E-05 0.3179E-08  0.3187927E-05 0.7712E-09  1.026    
  18      0.3187908E-05 0.3178E-08  0.3187926E-05 0.7495E-09 0.9661    
  19      0.3192611E-05 0.3181E-08  0.3188173E-05 0.7295E-09  1.027    
  20      0.3188603E-05 0.3181E-08  0.3188194E-05 0.7110E-09 0.9736    
  21      0.3189789E-05 0.3181E-08  0.3188270E-05 0.6939E-09 0.9369    
  22      0.3186993E-05 0.3178E-08  0.3188212E-05 0.6779E-09 0.8996    
  23      0.3191781E-05 0.3182E-08  0.3188368E-05 0.6630E-09 0.9135    
  24      0.3189960E-05 0.3181E-08  0.3188434E-05 0.6491E-09 0.8842    
  25      0.3187184E-05 0.3178E-08  0.3188384E-05 0.6360E-09 0.8535    
  26      0.3186971E-05 0.3177E-08  0.3188330E-05 0.6236E-09 0.8270    
  27      0.3189518E-05 0.3178E-08  0.3188374E-05 0.6119E-09 0.8004    
  28      0.3191828E-05 0.3183E-08  0.3188497E-05 0.6009E-09 0.8128    
  29      0.3187905E-05 0.3178E-08  0.3188477E-05 0.5905E-09 0.7850    
  30      0.3186723E-05 0.3179E-08  0.3188418E-05 0.5805E-09 0.7681    
   
   
 Integral=   3.1884181434677851E-006 +-   5.8053486574642113E-010
 with chisq    =  0.76810107487440360     
  
  
  
 For xq =          900 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.1822001E-05 0.3540E-07  0.1822001E-05 0.3540E-07  0.000    
   2      0.1754065E-05 0.7945E-08  0.1757567E-05 0.7889E-08  3.626    
   3      0.1779934E-05 0.6190E-08  0.1771361E-05 0.4876E-08  4.305    
   4      0.1759668E-05 0.5824E-08  0.1766625E-05 0.3748E-08  3.673    
   5      0.1765024E-05 0.5727E-08  0.1766150E-05 0.3138E-08  2.777    
   6      0.1771052E-05 0.5700E-08  0.1767286E-05 0.2750E-08  2.337    
   7      0.1780273E-05 0.5709E-08  0.1769742E-05 0.2477E-08  2.648    
   8      0.1770090E-05 0.5678E-08  0.1769797E-05 0.2271E-08  2.272    
   9      0.1780316E-05 0.5708E-08  0.1771241E-05 0.2110E-08  2.355    
  10      0.1769041E-05 0.5687E-08  0.1770977E-05 0.1978E-08  2.110    
  11      0.1768359E-05 0.5700E-08  0.1770698E-05 0.1869E-08  1.919    
  12      0.1767572E-05 0.5712E-08  0.1770398E-05 0.1776E-08  1.770    
  13      0.1762360E-05 0.5732E-08  0.1769702E-05 0.1697E-08  1.772    
  14      0.1768264E-05 0.5768E-08  0.1769588E-05 0.1628E-08  1.641    
  15      0.1766319E-05 0.5790E-08  0.1769350E-05 0.1567E-08  1.545    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.1770184E-05 0.1825E-08  0.1770184E-05 0.1825E-08  0.000    
   2      0.1769837E-05 0.1826E-08  0.1770011E-05 0.1291E-08 0.1807E-01
   3      0.1767931E-05 0.1825E-08  0.1769318E-05 0.1054E-08 0.4413    
   4      0.1771355E-05 0.1827E-08  0.1769828E-05 0.9130E-09 0.6052    
   5      0.1766997E-05 0.1825E-08  0.1769263E-05 0.8165E-09 0.9346    
   6      0.1770806E-05 0.1826E-08  0.1769520E-05 0.7454E-09 0.8667    
   7      0.1770357E-05 0.1827E-08  0.1769640E-05 0.6901E-09 0.7522    
   8      0.1769889E-05 0.1828E-08  0.1769671E-05 0.6457E-09 0.6470    
   9      0.1770765E-05 0.1826E-08  0.1769793E-05 0.6087E-09 0.6060    
  10      0.1770100E-05 0.1827E-08  0.1769823E-05 0.5775E-09 0.5415    
  11      0.1770168E-05 0.1826E-08  0.1769855E-05 0.5506E-09 0.4906    
  12      0.1770132E-05 0.1825E-08  0.1769878E-05 0.5272E-09 0.4479    
  13      0.1769866E-05 0.1825E-08  0.1769877E-05 0.5065E-09 0.4106    
  14      0.1770852E-05 0.1827E-08  0.1769946E-05 0.4881E-09 0.3993    
  15      0.1769616E-05 0.1826E-08  0.1769924E-05 0.4715E-09 0.3730    
  16      0.1768801E-05 0.1824E-08  0.1769854E-05 0.4565E-09 0.3718    
  17      0.1768978E-05 0.1825E-08  0.1769803E-05 0.4429E-09 0.3622    
  18      0.1767571E-05 0.1823E-08  0.1769679E-05 0.4303E-09 0.4240    
  19      0.1768357E-05 0.1826E-08  0.1769609E-05 0.4189E-09 0.4280    
  20      0.1769575E-05 0.1827E-08  0.1769607E-05 0.4083E-09 0.4055    
  21      0.1769056E-05 0.1825E-08  0.1769581E-05 0.3984E-09 0.3895    
  22      0.1770715E-05 0.1827E-08  0.1769633E-05 0.3893E-09 0.3885    
  23      0.1769835E-05 0.1826E-08  0.1769642E-05 0.3807E-09 0.3714    
  24      0.1773543E-05 0.1828E-08  0.1769804E-05 0.3727E-09 0.5457    
  25      0.1770119E-05 0.1826E-08  0.1769817E-05 0.3652E-09 0.5241    
  26      0.1767711E-05 0.1825E-08  0.1769736E-05 0.3581E-09 0.5543    
  27      0.1769556E-05 0.1826E-08  0.1769729E-05 0.3514E-09 0.5333    
  28      0.1769633E-05 0.1828E-08  0.1769726E-05 0.3451E-09 0.5137    
  29      0.1768153E-05 0.1825E-08  0.1769672E-05 0.3391E-09 0.5209    
  30      0.1770444E-05 0.1826E-08  0.1769698E-05 0.3334E-09 0.5089    
   
   
 Integral=   1.7696975212192521E-006 +-   3.3337514004658997E-010
 with chisq    =  0.50890356867509290     
  
  
  
 For xq =         1000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.1067186E-05 0.2027E-07  0.1067186E-05 0.2027E-07  0.000    
   2      0.1032117E-05 0.4739E-08  0.1034053E-05 0.4685E-08  2.923    
   3      0.1039043E-05 0.3695E-08  0.1037106E-05 0.2910E-08  1.821    
   4      0.1030992E-05 0.3489E-08  0.1034641E-05 0.2240E-08  1.820    
   5      0.1036085E-05 0.3449E-08  0.1035065E-05 0.1879E-08  1.399    
   6      0.1036703E-05 0.3423E-08  0.1035442E-05 0.1648E-08  1.156    
   7      0.1033444E-05 0.3418E-08  0.1035069E-05 0.1485E-08  1.011    
   8      0.1031088E-05 0.3412E-08  0.1034444E-05 0.1362E-08  1.030    
   9      0.1030737E-05 0.3414E-08  0.1033942E-05 0.1265E-08  1.028    
  10      0.1031386E-05 0.3427E-08  0.1033638E-05 0.1187E-08 0.9691    
  11      0.1041136E-05 0.3446E-08  0.1034439E-05 0.1122E-08  1.297    
  12      0.1040738E-05 0.3458E-08  0.1035043E-05 0.1067E-08  1.453    
  13      0.1028950E-05 0.3455E-08  0.1034520E-05 0.1020E-08  1.567    
  14      0.1035783E-05 0.3488E-08  0.1034619E-05 0.9789E-09  1.456    
  15      0.1030636E-05 0.3472E-08  0.1034329E-05 0.9422E-09  1.439    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.1033770E-05 0.1099E-08  0.1033770E-05 0.1099E-08  0.000    
   2      0.1033106E-05 0.1099E-08  0.1033438E-05 0.7770E-09 0.1826    
   3      0.1032143E-05 0.1098E-08  0.1033007E-05 0.6342E-09 0.5542    
   4      0.1032650E-05 0.1099E-08  0.1032918E-05 0.5493E-09 0.3958    
   5      0.1032626E-05 0.1098E-08  0.1032859E-05 0.4912E-09 0.3110    
   6      0.1033268E-05 0.1099E-08  0.1032927E-05 0.4485E-09 0.2718    
   7      0.1032996E-05 0.1099E-08  0.1032937E-05 0.4152E-09 0.2270    
   8      0.1032995E-05 0.1100E-08  0.1032944E-05 0.3885E-09 0.1949    
   9      0.1031350E-05 0.1098E-08  0.1032768E-05 0.3662E-09 0.4041    
  10      0.1032701E-05 0.1098E-08  0.1032761E-05 0.3474E-09 0.3596    
  11      0.1033478E-05 0.1099E-08  0.1032826E-05 0.3313E-09 0.3623    
  12      0.1033354E-05 0.1099E-08  0.1032870E-05 0.3172E-09 0.3486    
  13      0.1032979E-05 0.1099E-08  0.1032878E-05 0.3047E-09 0.3203    
  14      0.1032572E-05 0.1098E-08  0.1032857E-05 0.2936E-09 0.3012    
  15      0.1032151E-05 0.1098E-08  0.1032810E-05 0.2837E-09 0.3072    
  16      0.1032437E-05 0.1098E-08  0.1032786E-05 0.2747E-09 0.2939    
  17      0.1031964E-05 0.1098E-08  0.1032738E-05 0.2664E-09 0.3085    
  18      0.1031876E-05 0.1098E-08  0.1032690E-05 0.2589E-09 0.3246    
  19      0.1032788E-05 0.1099E-08  0.1032695E-05 0.2520E-09 0.3070    
  20      0.1032676E-05 0.1099E-08  0.1032694E-05 0.2456E-09 0.2909    
  21      0.1032391E-05 0.1098E-08  0.1032680E-05 0.2397E-09 0.2800    
  22      0.1034027E-05 0.1099E-08  0.1032741E-05 0.2342E-09 0.3350    
  23      0.1031979E-05 0.1099E-08  0.1032708E-05 0.2291E-09 0.3407    
  24      0.1032028E-05 0.1098E-08  0.1032680E-05 0.2242E-09 0.3419    
  25      0.1032254E-05 0.1098E-08  0.1032663E-05 0.2197E-09 0.3336    
  26      0.1032556E-05 0.1099E-08  0.1032659E-05 0.2154E-09 0.3206    
  27      0.1033926E-05 0.1099E-08  0.1032706E-05 0.2114E-09 0.3577    
  28      0.1032022E-05 0.1098E-08  0.1032681E-05 0.2076E-09 0.3582    
  29      0.1031190E-05 0.1098E-08  0.1032630E-05 0.2040E-09 0.4089    
  30      0.1031476E-05 0.1097E-08  0.1032591E-05 0.2006E-09 0.4316    
   
   
 Integral=   1.0325913699196275E-006 +-   2.0055494799887582E-010
 with chisq    =  0.43159609742533367     
  
  
  
 For xq =         1100 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.6234151E-06 0.1191E-07  0.6234151E-06 0.1191E-07  0.000    
   2      0.6253755E-06 0.2899E-08  0.6252665E-06 0.2813E-08 0.2551E-01
   3      0.6217538E-06 0.2269E-08  0.6231458E-06 0.1768E-08 0.4849    
   4      0.6268281E-06 0.2167E-08  0.6246266E-06 0.1369E-08 0.9023    
   5      0.6297781E-06 0.2146E-08  0.6261353E-06 0.1153E-08  1.708    
   6      0.6270074E-06 0.2130E-08  0.6263337E-06 0.1014E-08  1.391    
   7      0.6295347E-06 0.2134E-08  0.6269292E-06 0.9156E-09  1.466    
   8      0.6276173E-06 0.2124E-08  0.6270374E-06 0.8407E-09  1.268    
   9      0.6275356E-06 0.2134E-08  0.6271046E-06 0.7822E-09  1.115    
  10      0.6289028E-06 0.2137E-08  0.6273184E-06 0.7345E-09  1.060    
  11      0.6280610E-06 0.2137E-08  0.6273971E-06 0.6946E-09 0.9647    
  12      0.6336089E-06 0.2154E-08  0.6279934E-06 0.6610E-09  1.572    
  13      0.6261415E-06 0.2161E-08  0.6278356E-06 0.6321E-09  1.497    
  14      0.6283922E-06 0.2158E-08  0.6278797E-06 0.6066E-09  1.387    
  15      0.6312037E-06 0.2175E-08  0.6281223E-06 0.5843E-09  1.443    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.6273127E-06 0.6854E-09  0.6273127E-06 0.6854E-09  0.000    
   2      0.6288707E-06 0.6865E-09  0.6280924E-06 0.4851E-09  2.579    
   3      0.6269476E-06 0.6856E-09  0.6277114E-06 0.3960E-09  2.219    
   4      0.6274535E-06 0.6853E-09  0.6276469E-06 0.3429E-09  1.515    
   5      0.6275597E-06 0.6853E-09  0.6276295E-06 0.3066E-09  1.140    
   6      0.6273524E-06 0.6865E-09  0.6275834E-06 0.2800E-09 0.9389    
   7      0.6262615E-06 0.6852E-09  0.6273950E-06 0.2592E-09  1.313    
   8      0.6268881E-06 0.6852E-09  0.6273317E-06 0.2424E-09  1.194    
   9      0.6275019E-06 0.6859E-09  0.6273506E-06 0.2286E-09  1.051    
  10      0.6280019E-06 0.6860E-09  0.6274158E-06 0.2168E-09  1.025    
  11      0.6271787E-06 0.6856E-09  0.6273942E-06 0.2067E-09 0.9331    
  12      0.6277418E-06 0.6860E-09  0.6274232E-06 0.1979E-09 0.8697    
  13      0.6278161E-06 0.6861E-09  0.6274534E-06 0.1902E-09 0.8224    
  14      0.6278803E-06 0.6856E-09  0.6274840E-06 0.1833E-09 0.7868    
  15      0.6264547E-06 0.6850E-09  0.6274154E-06 0.1770E-09 0.8808    
  16      0.6269914E-06 0.6859E-09  0.6273890E-06 0.1714E-09 0.8460    
  17      0.6278683E-06 0.6861E-09  0.6274172E-06 0.1663E-09 0.8218    
  18      0.6282315E-06 0.6854E-09  0.6274626E-06 0.1616E-09 0.8519    
  19      0.6264766E-06 0.6853E-09  0.6274108E-06 0.1573E-09 0.9134    
  20      0.6270129E-06 0.6850E-09  0.6273909E-06 0.1533E-09 0.8822    
  21      0.6270525E-06 0.6859E-09  0.6273748E-06 0.1496E-09 0.8497    
  22      0.6269620E-06 0.6853E-09  0.6273560E-06 0.1462E-09 0.8258    
  23      0.6268361E-06 0.6855E-09  0.6273334E-06 0.1430E-09 0.8133    
  24      0.6270368E-06 0.6854E-09  0.6273211E-06 0.1400E-09 0.7857    
  25      0.6265603E-06 0.6848E-09  0.6272906E-06 0.1371E-09 0.8023    
  26      0.6269852E-06 0.6853E-09  0.6272789E-06 0.1345E-09 0.7779    
  27      0.6284553E-06 0.6865E-09  0.6273225E-06 0.1319E-09 0.8570    
  28      0.6272539E-06 0.6860E-09  0.6273201E-06 0.1296E-09 0.8256    
  29      0.6264583E-06 0.6853E-09  0.6272904E-06 0.1273E-09 0.8506    
  30      0.6268022E-06 0.6851E-09  0.6272741E-06 0.1252E-09 0.8382    
   
   
 Integral=   6.2727412467422325E-007 +-   1.2517400067686600E-010
 with chisq    =  0.83820897648661574     
  
  
  
 For xq =         1200 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.3912134E-06 0.7326E-08  0.3912134E-06 0.7326E-08  0.000    
   2      0.3962473E-06 0.1844E-08  0.3959546E-06 0.1778E-08 0.4391    
   3      0.3950684E-06 0.1456E-08  0.3954228E-06 0.1126E-08 0.2934    
   4      0.3944011E-06 0.1393E-08  0.3950188E-06 0.8753E-09 0.3041    
   5      0.3964047E-06 0.1376E-08  0.3954212E-06 0.7382E-09 0.4092    
   6      0.3951505E-06 0.1368E-08  0.3953600E-06 0.6496E-09 0.3333    
   7      0.3954293E-06 0.1371E-08  0.3953728E-06 0.5870E-09 0.2779    
   8      0.3955092E-06 0.1368E-08  0.3953941E-06 0.5394E-09 0.2393    
   9      0.3948436E-06 0.1369E-08  0.3953201E-06 0.5019E-09 0.2269    
  10      0.3930104E-06 0.1367E-08  0.3950482E-06 0.4712E-09 0.4793    
  11      0.3934660E-06 0.1374E-08  0.3948827E-06 0.4457E-09 0.5496    
  12      0.3958503E-06 0.1378E-08  0.3949748E-06 0.4241E-09 0.5401    
  13      0.3945614E-06 0.1385E-08  0.3949394E-06 0.4055E-09 0.5019    
  14      0.3942077E-06 0.1389E-08  0.3948821E-06 0.3893E-09 0.4830    
  15      0.3958387E-06 0.1400E-08  0.3949512E-06 0.3750E-09 0.4795    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.3941830E-06 0.4423E-09  0.3941830E-06 0.4423E-09  0.000    
   2      0.3951992E-06 0.4431E-09  0.3946915E-06 0.3130E-09  2.634    
   3      0.3936331E-06 0.4416E-09  0.3943387E-06 0.2554E-09  3.228    
   4      0.3938167E-06 0.4418E-09  0.3942083E-06 0.2211E-09  2.502    
   5      0.3934218E-06 0.4414E-09  0.3940510E-06 0.1977E-09  2.511    
   6      0.3942741E-06 0.4417E-09  0.3940883E-06 0.1804E-09  2.051    
   7      0.3939097E-06 0.4421E-09  0.3940628E-06 0.1671E-09  1.733    
   8      0.3942584E-06 0.4421E-09  0.3940872E-06 0.1563E-09  1.509    
   9      0.3940583E-06 0.4419E-09  0.3940840E-06 0.1473E-09  1.321    
  10      0.3945202E-06 0.4421E-09  0.3941277E-06 0.1398E-09  1.272    
  11      0.3936241E-06 0.4416E-09  0.3940820E-06 0.1333E-09  1.263    
  12      0.3942742E-06 0.4419E-09  0.3940980E-06 0.1276E-09  1.164    
  13      0.3941540E-06 0.4419E-09  0.3941023E-06 0.1226E-09  1.068    
  14      0.3937269E-06 0.4418E-09  0.3940755E-06 0.1181E-09  1.037    
  15      0.3944801E-06 0.4419E-09  0.3941026E-06 0.1141E-09  1.019    
  16      0.3929934E-06 0.4410E-09  0.3940333E-06 0.1105E-09  1.345    
  17      0.3945006E-06 0.4421E-09  0.3940609E-06 0.1072E-09  1.326    
  18      0.3945219E-06 0.4422E-09  0.3940865E-06 0.1042E-09  1.309    
  19      0.3936566E-06 0.4420E-09  0.3940639E-06 0.1014E-09  1.286    
  20      0.3942840E-06 0.4416E-09  0.3940749E-06 0.9881E-10  1.231    
  21      0.3943952E-06 0.4423E-09  0.3940902E-06 0.9644E-10  1.194    
  22      0.3940869E-06 0.4419E-09  0.3940900E-06 0.9422E-10  1.137    
  23      0.3941478E-06 0.4419E-09  0.3940926E-06 0.9215E-10  1.086    
  24      0.3935363E-06 0.4418E-09  0.3940694E-06 0.9020E-10  1.105    
  25      0.3936378E-06 0.4414E-09  0.3940522E-06 0.8838E-10  1.097    
  26      0.3937221E-06 0.4416E-09  0.3940395E-06 0.8666E-10  1.075    
  27      0.3943105E-06 0.4421E-09  0.3940495E-06 0.8504E-10  1.047    
  28      0.3943692E-06 0.4419E-09  0.3940610E-06 0.8351E-10  1.027    
  29      0.3942143E-06 0.4421E-09  0.3940662E-06 0.8206E-10 0.9946    
  30      0.3939482E-06 0.4415E-09  0.3940623E-06 0.8068E-10 0.9627    
   
   
 Integral=   3.9406229912971124E-007 +-   8.0676029358014123E-011
 with chisq    =  0.96274607984097549     
  
  
  
 For xq =         1300 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=   99574272.
                              IT=    0  ITMX=   15
                              MDS= -1   ND=  42
   1      0.2468183E-06 0.4620E-08  0.2468183E-06 0.4620E-08  0.000    
   2      0.2566726E-06 0.1205E-08  0.2560897E-06 0.1146E-08  4.113    
   3      0.2555402E-06 0.9574E-09  0.2557621E-06 0.7320E-09  2.104    
   4      0.2541463E-06 0.9156E-09  0.2551287E-06 0.5714E-09  2.035    
   5      0.2535005E-06 0.9041E-09  0.2546635E-06 0.4830E-09  2.106    
   6      0.2549519E-06 0.8997E-09  0.2547287E-06 0.4254E-09  1.697    
   7      0.2551101E-06 0.8993E-09  0.2547991E-06 0.3845E-09  1.437    
   8      0.2544374E-06 0.8980E-09  0.2547428E-06 0.3534E-09  1.250    
   9      0.2552223E-06 0.9032E-09  0.2548071E-06 0.3291E-09  1.123    
  10      0.2549543E-06 0.9041E-09  0.2548244E-06 0.3092E-09  1.001    
  11      0.2554732E-06 0.9087E-09  0.2548923E-06 0.2927E-09 0.9457    
  12      0.2548683E-06 0.9093E-09  0.2548901E-06 0.2786E-09 0.8595    
  13      0.2548429E-06 0.9128E-09  0.2548860E-06 0.2665E-09 0.7878    
  14      0.2538766E-06 0.9126E-09  0.2548070E-06 0.2558E-09 0.8138    
  15      0.2567893E-06 0.9230E-09  0.2549510E-06 0.2465E-09  1.066    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  4  NCALL=  933897762.
                              IT=    0  ITMX=   30
                              MDS= -1   ND=  49
   1      0.2544974E-06 0.2909E-09  0.2544974E-06 0.2909E-09  0.000    
   2      0.2540989E-06 0.2909E-09  0.2542985E-06 0.2057E-09 0.9383    
   3      0.2539363E-06 0.2908E-09  0.2541779E-06 0.1679E-09 0.9863    
   4      0.2551535E-06 0.2916E-09  0.2544223E-06 0.1455E-09  3.469    
   5      0.2543210E-06 0.2907E-09  0.2544020E-06 0.1301E-09  2.626    
   6      0.2544508E-06 0.2911E-09  0.2544101E-06 0.1188E-09  2.106    
   7      0.2540489E-06 0.2908E-09  0.2543586E-06 0.1100E-09  1.975    
   8      0.2545497E-06 0.2912E-09  0.2543825E-06 0.1029E-09  1.747    
   9      0.2546013E-06 0.2913E-09  0.2544068E-06 0.9701E-10  1.591    
  10      0.2543151E-06 0.2907E-09  0.2543976E-06 0.9202E-10  1.424    
  11      0.2538836E-06 0.2908E-09  0.2543510E-06 0.8774E-10  1.565    
  12      0.2547642E-06 0.2913E-09  0.2543854E-06 0.8401E-10  1.591    
