    100      0.661447712459836E-01      0.168374504467750E-03
    400      0.207107646729751E-03      0.119185619584440E-05
    700      0.169498133664191E-04      0.122538571346118E-06
   1000      0.309765991423692E-05      0.250200151863580E-07
   1300      0.815166178533556E-06      0.702466896014292E-08
   1600      0.264044561845320E-06      0.236614959660069E-08
   1900      0.995987312621447E-07      0.890344382952442E-09
   2200      0.412167392388186E-07      0.362125844135832E-09
   2500      0.180898626796229E-07      0.156461697498411E-09
   2800      0.827959366121769E-08      0.697964351722990E-10
   3100      0.392138611945275E-08      0.320927324878530E-10
   3400      0.191993448989523E-08      0.150685664347227E-10
   3700      0.937404226137723E-09      0.713050844258166E-11
   4000      0.463141897379939E-09      0.339232496523469E-11
   4300      0.231034319719992E-09      0.162149833767435E-11
   4600      0.114221171988255E-09      0.769433165084450E-12
   4900      0.564638079318717E-10      0.363094379657399E-12
 This data is combined from 
 PK_Plus.dat + PK_Regular.dat + PK_Delta.dat = PK.dat
