    100      0.660822343232159E-01      0.999298021926124E-04
    400      0.208597863279469E-03      0.682397018190866E-06
    700      0.168777592714813E-04      0.695268004383126E-07
   1000      0.306536333092064E-05      0.138382620770574E-07
   1300      0.817463210496033E-06      0.382640692459526E-08
   1600      0.268008545392563E-06      0.130716299435488E-08
   1900      0.100490139331827E-06      0.496265415050601E-09
   2200      0.411893555084886E-07      0.197566407279526E-09
   2500      0.183098152321958E-07      0.857012942227779E-10
   2800      0.836173558286442E-08      0.384681471833248E-10
   3100      0.392148722212908E-08      0.174830847493474E-10
 This data is combined from 
 PK_Plus1.dat + PK_Regular.dat + PK_Delta.dat = PK_new.dat
