  600.00 1 1       0.10E-02       0.10E-05      0.000          0.000         0.1915E-02     0.1915E-02
  600.00 1 1       0.10E-02       0.10E-04      0.000          0.000         0.1457E-02     0.1457E-02
  600.00 1 1       0.10E-02       0.10E-03      0.000          0.000         0.1083E-02     0.1083E-02
  600.00 1 1       0.10E-02       0.10E-02      0.000          0.000         0.5843E-03     0.5843E-03
