  600.00 1 1       0.10E-02       0.10E-05     0.6169-309    -0.1775E-02     0.1915E-02     0.1399E-03
  600.00 1 1       0.10E-02       0.10E-04     0.6169-309    -0.7533E-03     0.1457E-02     0.7042E-03
  600.00 1 1       0.10E-02       0.10E-03     0.6169-309    -0.5203E-03     0.1083E-02     0.5626E-03
  600.00 1 1       0.10E-02       0.10E-02     0.6169-309    -0.2616E-03     0.5843E-03     0.3227E-03
