   100.00000000000000        3.1598149090713158E-002
   200.00000000000000        1.7401507524103116E-003
   300.00000000000000        3.0058346702526410E-004
   400.00000000000000        8.3393534460668301E-005
   500.00000000000000        3.0025690869885885E-005
   600.00000000000000        1.2763650425524351E-005
   700.00000000000000        6.1138456475566793E-006
   800.00000000000000        3.1869349679013327E-006
   900.00000000000000        1.7717326059436164E-006
   1000.0000000000000        1.0359448819032662E-006
   1100.0000000000000        6.3042604362963152E-007
   1200.0000000000000        3.9429783581227110E-007
   1300.0000000000000        2.5487457844918781E-007
   1400.0000000000000        1.6928296452566740E-007
   1500.0000000000000        1.1583947319221752E-007
   1600.0000000000000        8.1022188201610851E-008
   1700.0000000000000        5.8245885137292008E-008
   1800.0000000000000        4.1835724702642685E-008
   1900.0000000000000        2.7889456251287794E-008
   2000.0000000000000        2.4212680062389410E-008
